120	1	0.11558728927618218
120	2	0.12465497182745174
119	120	0.021519817143917916
119	3	0.13224868891260966
118	16	0.04764645462917049
118	33	0.033780194092229245
117	9	0.08126592241876557
117	59	0.0762037949432802
116	30	0.03437232350422126
116	60	0.026192952404257883
115	10	0.0614095757938288
115	57	0.05433739594237577
114	25	0.022691345641077738
114	29	0.020377295004951872
113	114	0.0005653729682161525
113	23	0.021978368619939976
112	116	0.013572757501385457
112	35	0.04867488718232921
111	113	0.010918993943472373
111	28	0.0380379374158816
110	117	0.025517500068668077
110	50	0.08249057530145304
109	27	0.06864677966576939
109	40	0.09420651777703008
108	17	0.03525367973425734
108	18	0.03136812376506972
107	109	0.005103337673357104
107	5	0.08910931373983266
106	34	0.041981643487363565
106	46	0.03877205772394195
105	110	0.017747317768873103
105	115	0.030284310764101326
104	13	0.0802724654918777
104	51	0.08258083195092177
103	106	0.01123732214958662
103	37	0.045963216208421455
102	104	0.004619717977546494
102	105	0.006568034377769778
101	14	0.060210401244952895
101	44	0.04678825286002692
100	31	0.080545022776685
100	32	0.06481163940366493
99	112	0.03129593309485016
99	22	0.08932990808953747
98	101	0.006977567658506386
98	55	0.043157021843512444
97	7	0.07728323145655748
97	8	0.07278406329445193
96	20	0.08460572486060372
96	54	0.050656724668333014
95	111	0.025448997629839282
95	21	0.051519373837186286
94	118	0.04544912873689796
94	52	0.06054010410294055
93	94	0.004151869269431355
93	97	0.004848803678078738
92	93	0.0013553074664611824
92	4	0.07086037221052402
91	102	0.004232690878757299
91	107	0.025745017734970836
90	92	0.005729662191952478
90	11	0.07220607132083351
89	26	0.08221338144106904
89	49	0.07592928343107092
88	95	0.013284725727157167
88	96	0.014705684770823997
87	15	0.07263424979293927
87	48	0.10367799785174446
86	88	0.005613486288694478
86	90	0.01007263101446837
85	86	0.003750903342218355
85	56	0.07812361034805756
84	89	0.014160641988267289
84	39	0.12042886003057525
83	91	0.013850279424964418
83	119	0.18858074345525092
82	87	0.0076360640782221325
82	45	0.07042584709270654
81	98	0.016551387165629216
81	24	0.08674605563383243
80	81	0.003386822099463411
80	99	0.010787134831895927
79	84	0.011648324995239125
79	85	0.010689063547829506
78	79	0.003887751240051134
78	83	0.012072531384759604
77	82	0.007496408947704633
77	41	0.06484544838742323
76	77	0.0023891662898861466
76	108	0.03857651338709904
75	53	0.09547367693712747
75	61	0.05728540785425881
74	75	0.0028196359127497647
74	43	0.07019516893247231
73	38	0.0596647814497813
73	47	0.06483050791764805
72	100	0.014264497765126042
72	58	0.09946363144079591
71	103	0.024851971263038355
71	36	0.1041857137975269
70	19	0.09131794024319574
70	42	0.09576146756299538
69	70	0.0024041526250210277
69	6	0.0689282834449655
68	71	0.0038911173651250963
68	80	0.011707595622761843
67	68	0.0038721042665573143
67	78	0.012047371879293544
66	67	0.00536520381634843
66	12	0.09776246185097366
65	66	0.0033672122262207727
65	76	0.012078645893574394
64	69	0.01149387967164018
64	74	0.01382577039565458
63	64	0.003768279125680835
63	73	0.009648611856822522
62	63	0.0009590806101084058
62	65	0.0075362450662564175
62	72	0.0009590806101084058
